Time,Neck joint Bend Front/Back,Neck joint Twist Left/Right,Neck joint Lean Right/Left,Lumbar joint Bend Front/Back,Lumbar joint Twist Left/Right,Lumbar joint Lean Right/Left,Right shoulder Flex/Ext,Right shoulder Abd/Add,Right shoulder Int/Ext,Right elbow Flex/Ext,Right elbow Val/Var,Right elbow Int/Ext,Right wrist Abd/Add,Right wrist Flex/Ext,Right wrist Int/Ext,Right hip Flex/Ext,Right hip Abd/Add,Right hip Int/Ext,Right knee Flex/Ext,Right knee Varus/Valgus,Right knee Int/Ext,Right ankle Plantar/Dorsi,Right ankle Int/Ext,Right ankle Sup/Pro,Left shoulder Flex/Ext,Left shoulder Abd/Add,Left shoulder Int/Ext,Left elbow Flex/Ext,Left elbow Val/Var,Left elbow Int/Ext,Left wrist Abd/Add,Left wrist Flex/Ext,Left wrist Int/Ext,Left hip Flex/Ext,Left hip Abd/Add,Left hip Int/Ext,Left knee Flex/Ext,Left knee Varus/Valgus,Left knee Int/Ext,Left ankle Plantar/Dorsi,Left ankle Int/Ext,Left ankle Sup/Pro,
18.5,14.0758,-13.2021,-5.8915,10.6659,1.0723,0.4784,5.2918,73.0897,-102.4752,35.7416,140.2032,-128.7945,-3.1806e-15,71.5651,-90,4.9696e-17,0,0,-3.1806e-15,178.2101,0,1.0436e-15,24.3942,0,10.1964,3.5728,92.6735,1.7586,-123.114,99.5743,-9.9392e-17,0,0,0,180,0,-3.1806e-15,-180,0,1.143e-15,-22.5258,0,
18.6,14.5792,-13.3569,-5.6243,10.0944,1.1518,0.62898,7.007,56.2189,-101.278,20.8494,145.4304,-117.9256,0,90,-90,6.3114e-15,45.2247,0,0,90,0,1.0933e-15,-72.7714,0,9.8307,3.1967,93.0995,1.9759,-124.0228,99.4589,0,90,0,6.3114e-15,-45.2247,0,0,-90,0,5.9635e-16,80.41,0,
18.7,15.1669,-13.5399,-5.5046,9.6838,1.1038,0.87816,9.7177,24.8506,-96.6734,5.0719,167.6227,-103.412,7.9514e-16,116.5651,-90,0,180,0,0,0,0,-3.4787e-16,-113.6525,0,9.2434,2.5514,93.4371,1.7128,-121.2592,99.282,-9.9392e-17,0,0,0,180,0,0,0,0,9.9392e-17,88.5666,0,
18.8,14.7589,-13.5983,-5.3849,9.6001,1.2471,1.1995,8.2987,15.2729,-96.7236,1.0662,-117.3768,-101.086,-3.9757e-16,-45,-90,-1.553e-17,90.1388,0,3.1961e-15,0,0,-9.8461e-16,105.5122,0,8.851,3.2386,93.1915,1.6722,-118.3646,98.881,9.9392e-17,-116.5651,0,-1.553e-17,-90.1388,0,3.1961e-15,0,0,-8.1067e-16,-102.869,0,
18.9,14.5403,-13.5548,-4.9343,9.614,1.0562,1.1482,5.4293,26.6834,-100.3607,4.9376,160.4882,-105.7566,-1.9878e-16,0,-90,-6.3363e-15,180,0,-1.2424e-17,90.2238,0,-7.7029e-16,176.751,0,8.5208,6.5843,92.8092,1.5242,-116.516,99.0392,-4.9696e-17,0,0,-6.3363e-15,180,0,-1.2424e-17,-90.2238,0,-4.2242e-16,-173.8947,0,
19,15.1042,-13.529,-4.8239,9.5625,0.99336,1.0555,4.8295,29.7683,-102.2832,6.3268,148.9993,-106.2876,-3.9757e-16,26.5651,-90,0,180,0,-3.1806e-15,-179.5524,0,1.0188e-15,-20.2996,0,8.3057,6.8881,92.8821,0.81374,-109.295,99.4721,0,0,0,0,180,0,-3.1806e-15,179.5524,0,7.2059e-16,27.6686,0,
19.1,15.4366,-13.3292,-4.6243,9.4365,1.0611,0.98815,5.0362,26.2903,-102.1458,6.6002,147.6442,-104.52,3.9757e-16,-180,-90,2.4848e-17,0,0,-3.1806e-15,-135.2247,0,5.4666e-16,-41.0473,0,8.0465,8.2149,92.5194,0.98283,-110.2318,99.0534,4.9696e-17,104.0362,0,2.4848e-17,0,0,-3.1806e-15,135.2247,0,4.2242e-16,48.4361,0,
19.2,15.4239,-13.2684,-4.5027,9.3585,1.1077,0.86077,5.0048,25.8262,-101.9676,6.9623,147.8601,-104.3255,-3.9757e-16,26.5651,-90,-6.3611e-15,180,0,-3.1557e-15,179.5489,0,4.7211e-16,-0.53007,0,8.0653,7.224,92.4216,1.1721,-113.107,98.9947,-7.4544e-17,0,0,-6.3611e-15,180,0,-3.1557e-15,-179.5489,0,5.2181e-16,0.45827,0,
19.3,15.4018,-13.3125,-4.4665,9.2944,1.0901,0.77375,5.076,24.4223,-101.7027,6.749,149.4127,-103.8685,0,0,-90,0,90,0,-2.4848e-17,90.4476,0,-7.2059e-16,104.0421,0,8.165,6.1102,92.4745,1.4857,-116.9392,98.9549,0,0,0,0,-90,0,-2.4848e-17,-90.4476,0,-1.3666e-15,-115.3973,0,
19.4,15.2795,-13.3395,-4.438,9.2762,1.0251,0.74307,5.0609,23.8341,-101.6209,6.4323,150.4647,-103.4728,0,0,-90,0,180,0,3.1806e-15,-44.5489,0,-1.4412e-15,-121.4398,0,8.2187,5.714,92.3953,1.7524,-119.2471,98.873,-9.9392e-17,75.9638,0,0,180,0,3.1806e-15,44.5489,0,-1.3418e-15,119.6533,0,
19.5,15.1615,-13.3567,-4.4517,9.2871,0.95972,0.70963,4.9747,23.4795,-101.742,6.2508,150.4905,-103.4562,-3.9757e-16,14.0362,-90,0,90,0,3.1557e-15,-45.2247,0,-1.7394e-15,178.1973,0,8.2345,5.8168,92.4821,1.694,-119.3837,99.0374,0,0,0,-2.4848e-17,180,0,3.1557e-15,45.2247,0,-1.4909e-15,-177.845,0,
19.6,15.1835,-13.364,-4.456,9.3025,0.92718,0.68996,4.9009,22.8672,-101.8734,6.1293,150.6002,-103.4488,0,90,-90,-2.4848e-17,90.2256,0,0,90,0,1.4909e-16,-68.8969,0,8.2022,6.02,92.4168,1.4801,-117.9114,99.2051,0,-90,0,-2.4848e-17,-90.2256,0,0,-90,0,5.9635e-16,80.5025,0,
19.7,15.2421,-13.3446,-4.4805,9.2851,0.86221,0.70488,4.8901,22.2499,-102.079,6.0622,150.403,-103.3972,0,0,-90,0,90,0,0,90,0,1.4412e-15,-46.3524,0,8.1287,6.1564,92.2816,1.3385,-116.3926,99.2199,-1.8636e-17,-84.6442,0,0,-90,0,0,-90,0,1.1927e-15,51.7388,0,
19.8,15.1992,-13.3532,-4.507,9.2577,0.76923,0.72211,4.8882,22.1096,-102.1181,6.0718,150.2539,-103.3796,0,90,-90,2.4848e-17,-89.7762,0,-3.1557e-15,180,0,-4.9696e-16,-97.7608,0,8.0844,5.8086,92.2098,1.3234,-116.2215,99.2054,-1.8636e-17,84.6442,0,2.4848e-17,89.7762,0,-3.1557e-15,-180,0,2.7333e-16,85.7082,0,
19.9,15.0795,-13.2558,-4.6467,9.2397,0.67848,0.75096,4.9861,22.0789,-102.0969,6.0278,150.1319,-103.3044,0,-90,-90,6.386e-15,0,0,3.1806e-15,0.89517,0,-1.0188e-15,122.2316,0,8.1269,4.9361,92.1487,1.3946,-117.0441,99.1855,0,-90,0,6.3611e-15,0,0,3.1806e-15,0,0,-1.1182e-15,-124.6935,0,
20,15.032,-13.1971,-4.749,9.1734,0.62257,0.75213,5.0892,22.2276,-102.1417,6.0109,149.7254,-103.2926,-3.9757e-16,-26.5651,-90,2.4848e-17,-89.7762,0,3.1557e-15,-45.2247,0,-4.9696e-16,96.2121,0,8.1398,4.4111,92.1079,1.5167,-118.3954,99.1595,-4.9696e-17,-75.9638,0,2.4848e-17,89.7762,0,3.1557e-15,45.2247,0,-4.9696e-16,-96.2121,0,
20.1,14.9556,-13.1831,-4.929,9.0782,0.60164,0.76411,5.2718,21.7053,-102.3136,6.0189,149.3753,-103.2639,-1.2325e-14,0.92405,-90,6.3611e-15,0,0,0,0,0,4.5969e-16,-39.3335,0,8.1232,3.977,92.1048,1.5534,-119.0398,99.1796,9.9392e-17,104.0362,0,6.3611e-15,0,0,0,0,0,4.8454e-16,37.8559,0,
20.2,14.533,-13.0046,-5.2008,9.0051,0.59767,0.8121,5.3015,25.1912,-102.5034,7.0658,144.1097,-103.2877,-7.9514e-16,-14.0362,-90,1.8636e-17,0,0,0,-90,0,-8.9453e-16,-97.6387,0,8.1119,3.8055,92.0004,1.5796,-119.2058,99.1669,-1.9878e-16,45,0,1.8636e-17,0,0,6.212e-18,89.8881,0,-4.5348e-16,145.9352,0,
20.3,12.0101,-11.7613,-6.0207,9.0738,0.59114,0.89937,5.5824,29.99,-102.4931,10.8998,141.0939,-103.8179,0,-90,-90,-6.3642e-15,-179.5526,0,-3.1526e-15,179.0969,0,8.6658e-16,78.1857,0,8.1531,3.3546,91.8356,1.5021,-118.493,99.1919,9.9392e-17,116.5651,0,-6.3642e-15,179.5526,0,-3.1526e-15,-179.0969,0,1.2517e-15,-73.1949,0,
20.4,7.6896,-9.0661,-6.774,9.1779,0.70441,0.949,5.6336,41.274,-102.5032,19.8153,139.3602,-106.9056,3.1806e-15,165.9638,-90,1.2424e-17,0,0,-3.1681e-15,134.8879,0,2.4848e-16,85.6606,0,8.2569,3.2629,91.8156,1.4354,-117.2556,99.2078,0,0,0,1.2424e-17,0,0,-3.1681e-15,-134.8879,0,4.2242e-16,-82.651,0,
20.5,4.734,-6.6487,-7.0821,9.1664,0.75696,0.89188,6.4299,54.0654,-100.4517,35.2567,139.7151,-113.9366,3.1806e-15,-105.9454,-90,6.212e-18,-75.9638,0,-6.212e-18,104.0362,0,-1.6772e-16,-91.6691,0,8.4319,3.7306,91.5658,1.421,-117.0099,99.1753,0,90,0,6.212e-18,75.9638,0,-6.212e-18,-104.0362,0,1.9257e-16,88.0833,0,
20.6,3.4841,-5.3697,-7.1197,8.9595,0.62417,0.80841,10.9661,53.7004,-97.5124,54.3986,142.0245,-124.9278,3.1806e-15,-153.4349,-90,0,90,0,0,90,0,-1.6151e-15,-115.3669,0,8.5172,3.969,91.4541,1.3837,-117.3302,99.2302,9.9392e-17,-180,0,0,-90,0,2.4848e-17,-89.5593,0,-1.3666e-15,170.6552,0,
20.7,2.3644,-4.8727,-7.0092,8.6215,0.26558,0.72941,20.1985,47.7368,-99.2849,72.0035,145.3912,-138.8529,-1.5903e-15,-43.1524,-90,4.9696e-17,-89.5489,0,3.1806e-15,1.7899,0,-6.9575e-16,128.1722,0,8.4842,4.3391,91.327,1.4311,-118.0999,99.1967,0,0,0,4.9696e-17,89.5559,0,3.1806e-15,0.89517,0,-9.9392e-16,-97.812,0,
20.8,1.2396,-5.0947,-6.511,8.5524,0.18693,0.34627,31.945,43.1728,-103.4542,82.9692,151.0015,-148.0375,-3.9757e-16,83.2902,-90,0,-90,0,-3.1806e-15,-135.9094,0,8.9453e-16,-81.1673,0,8.6409,7.1638,91.2804,1.5478,-119.6483,99.2188,0,90,0,9.9392e-17,89.0978,0,-3.0812e-15,135,0,2.9818e-16,87.0369,0,
20.9,0.36739,-5.4076,-6.259,8.6022,0.28471,-0.20351,44.3738,40.2404,-110.0077,85.8715,155.5666,-149.6727,-1.5903e-15,26.5651,-90,-6.3611e-15,135.4511,0,0,90,0,-5.9635e-16,-103.7229,0,8.8719,10.2966,90.9543,1.3693,-118.2862,99.304,-3.9757e-16,-45,0,-6.3611e-15,-135.4511,0,0,-90,0,-9.9392e-17,90.6472,0,
21,-0.11237,-5.6951,-6.2614,8.6857,0.43814,-0.76461,56.1833,37.3619,-116.8365,83.7625,161.03,-143.2614,-3.1806e-15,0,-90,0,-90,0,0,-90,0,1.9878e-16,86.2174,0,8.9365,14.0024,90.4352,1.0927,-114.0393,99.1289,-3.9757e-16,-26.5651,0,0,90,0,0,90,0,6.9575e-16,-76.9838,0,
21.1,-0.20841,-6.1831,-5.9449,8.7631,0.67285,-1.3852,67.2651,35.0778,-122.9448,78.2968,167.6339,-119.6981,0,-90,-90,6.3611e-15,45,0,0,90,0,1.5903e-15,52.5103,0,9.0077,17.6913,90.0155,0.79344,-109.3508,99.0943,1.9878e-16,-180,0,6.3611e-15,-45,0,0,-90,0,1.5903e-15,77.9769,0,
21.2,-0.16207,-6.7131,-5.3205,8.7502,0.89261,-1.9576,77.1741,33.1112,-129.6735,70.0333,172.7245,-94.0521,0,0,-90,0,90,0,-2.9818e-15,178.0908,0,1.5903e-15,70.4582,0,9.0853,20.5029,89.7874,0.60246,-106.7897,99.2443,0,-90,0,0,-90,0,-3.3793e-15,-180,0,5.9635e-16,-82.4001,0,
21.3,-0.23932,-7.182,-4.8678,8.6385,1.0249,-2.2941,84.9155,31.2304,-136.6751,61.2234,176.6547,-83.0438,3.1806e-15,-180,-90,-6.3611e-15,135.9094,0,0,90,0,-3.9757e-16,-100.5019,0,9.166,21.6873,89.5248,0.64664,-108.6383,99.3825,0,90,0,-6.3611e-15,-135.9094,0,0,-90,0,-5.9635e-16,-119.9667,0,
21.4,-0.26406,-7.4495,-4.578,8.5656,1.2566,-2.616,91.0117,29.021,-142.9522,52.7159,-178.8835,-78.5542,0,90,-90,0,90,0,0,90,0,1.1927e-15,77.8856,0,9.2423,22.2972,89.205,0.73078,-111.1251,99.4307,0,-90,0,0,-90,0,1.9878e-16,-86.6335,0,3.9757e-16,-80.4522,0,
21.5,-0.11326,-7.8315,-3.804,8.5435,1.5908,-3.1424,94.708,27.268,-147.8879,45.385,-175.1468,-79.0959,0,0,-90,0,90,0,-2.9818e-15,180,0,3.9757e-16,-79.0081,0,9.4208,22.8913,88.9945,0.69404,-112.3275,99.539,-3.9757e-16,45,0,0,-90,0,-2.9818e-15,-180,0,-3.9757e-16,94.339,0,
21.6,-0.04029,-8.1696,-3.2766,8.4187,1.8966,-3.6695,96.3689,26.7424,-151.0384,40.6139,-174.4034,-80.7836,-3.1806e-15,45,-90,-6.3611e-15,133.2643,0,0,90,0,-5.9635e-16,-105.7672,0,9.5006,23.9645,88.7985,0.79564,-114.5417,99.479,0,0,0,-6.1623e-15,-133.2101,0,0,-90,0,-9.9392e-16,96.6782,0,
21.7,0.17329,-8.5437,-3.3215,8.2289,2.1149,-3.9905,96.5986,26.9449,-151.3722,38.5585,-174.1002,-81.2991,0,0,-90,6.3611e-15,-44.0906,0,3.1806e-15,-45,0,-1.5903e-15,114.111,0,9.3649,24.8285,88.5687,0.75382,-113.2011,99.2492,0,90,0,6.3611e-15,44.0906,0,2.9818e-15,46.8476,0,-1.7891e-15,-116.7654,0,
21.8,0.2346,-8.9581,-3.2585,7.9921,2.3424,-4.1533,96.5069,27.0228,-151.0121,37.6877,-173.8279,-81.4781,3.1806e-15,135,-90,6.5599e-15,43.2101,0,-1.9878e-16,93.8141,0,9.9392e-16,79.8085,0,9.1439,26.5382,88.3415,0.71555,-111.2685,99.093,0,90,0,6.5599e-15,-43.2101,0,-1.9878e-16,-93.5763,0,1.5903e-15,27.3651,0,
21.9,0.39105,-9.2534,-2.8179,7.72,2.4806,-4.2445,96.4259,26.8073,-150.6724,36.9807,-174.3336,-81.653,9.5417e-15,-161.5651,-90,6.4605e-15,1.7624,0,-1.9878e-16,-135,0,1.9878e-16,82.5885,0,9.0661,27.9502,88.4283,0.48989,-107.365,99.314,0,0,0,6.4605e-15,-1.7624,0,0,0,0,4.9696e-16,-72.0875,0,
22,0.65913,-9.5382,-2.325,7.4882,2.4662,-4.3339,96.2435,26.7978,-149.863,36.7614,-174.4159,-82.0894,-9.5417e-15,33.6901,-90,0,180,0,1.9878e-16,0,0,1.3915e-15,-44.2223,0,9.203,28.6767,88.592,0.44103,-107.9902,99.6996,0,90,0,9.9392e-17,0,0,-9.9392e-17,-180,0,1.2921e-15,46.4757,0,
22.1,0.94748,-9.4538,-2.2822,7.2835,2.3473,-4.3509,96.3432,27.0996,-149.5196,36.6895,-175.8176,-82.8755,0,-90,-90,9.9392e-17,-63.4349,0,3.0812e-15,3.6914,0,2.9818e-16,83.6158,0,9.3508,28.5594,88.5287,0.54542,-111.2487,99.8142,-3.9757e-16,45,0,0,90,0,3.0812e-15,-3.6914,0,-2.9818e-16,119.4537,0,
22.2,1.012,-9.1895,-2.3629,7.2346,2.2398,-4.31,96.694,27.3033,-149.9599,37.6544,-177.3807,-81.777,0,-90,-90,-6.3611e-15,176.4237,0,0,-90,0,-1.9878e-16,93.3665,0,9.4078,27.6644,88.3968,0.6411,-112.9542,99.7379,-3.9757e-16,88.2101,0,-6.4605e-15,-178.2376,0,0,0,0,-1.9878e-16,93.8101,0,
22.3,1.2016,-9.1818,-2.1619,7.2346,2.1038,-4.3416,97.2561,27.0688,-150.6147,37.8065,-176.3206,-80.9826,0,0,-90,-6.2617e-15,180,0,-9.9392e-17,180,0,-3.9757e-16,-97.548,0,9.3445,27.0739,88.4399,0.67082,-113.4034,99.6843,0,-90,0,-6.1623e-15,180,0,0,0,0,-7.9514e-16,-167.7678,0,
22.4,1.7502,-9.4252,-1.7152,7.1433,2.0576,-4.5231,97.6687,27.0006,-151.1802,36.9866,-176.4235,-81.4717,-3.1806e-15,0,-90,-6.3611e-15,180,0,-9.9392e-17,-91.9092,0,-1.6897e-15,122.2556,0,9.2754,27.3499,88.3991,0.66993,-113.8304,99.6605,0,0,0,-6.3611e-15,180,0,-9.9392e-17,91.9092,0,-1.4909e-15,-119.0687,0,
22.5,2.1766,-9.7007,-1.6151,7.0317,2.1277,-4.6709,97.4667,27.339,-150.7675,37.3412,-177.6779,-82.2236,-6.3611e-15,-26.5651,-90,-6.3611e-15,134.1186,0,-3.1806e-15,180,0,7.9514e-16,-66.4372,0,9.2667,27.7783,88.2386,0.65774,-113.3668,99.6897,0,-90,0,-6.3611e-15,-134.1186,0,-3.0812e-15,-180,0,1.1927e-15,76.569,0,
22.6,2.5295,-9.5541,-2.1683,7.0351,2.1469,-4.7374,97.5249,27.7839,-150.841,38.1601,-179.5973,-80.5492,3.1806e-15,-180,-90,0,-90,0,0,90,0,3.9757e-16,-83.419,0,9.2141,28.2667,88.1398,0.58919,-111.5905,99.7194,0,-90,0,0,180,0,9.9392e-17,-88.3153,0,9.9392e-17,89.4197,0,
22.7,2.9093,-9.5372,-2.1642,7.0316,2.1006,-4.7797,97.735,27.6882,-150.6067,38.462,-178.605,-78.7797,3.1806e-15,-180,-90,6.4605e-15,-45.4374,0,3.0812e-15,-3.6914,0,-1.5903e-15,-176.1451,0,9.1089,28.5368,88.2321,0.48519,-109.3209,99.8419,3.9757e-16,116.5651,0,6.2617e-15,45.4511,0,2.9818e-15,0,0,-1.1927e-15,175.1623,0,
22.8,3.3214,-9.8672,-1.6333,6.9492,2.1125,-4.8679,97.7455,27.3027,-151.1061,37.2946,-178.3284,-80.0275,0,90,-90,-6.2617e-15,178.1817,0,0,90,0,-1.7891e-15,-136.9006,0,9.1264,28.458,88.1389,0.49952,-110.3778,99.846,-3.9757e-16,-45,0,-6.3611e-15,-176.4237,0,9.9392e-17,-88.2101,0,-1.6897e-15,-138.106,0,
22.9,3.3313,-9.9287,-1.5979,6.9366,2.0718,-4.9033,97.572,27.5643,-150.9779,37.0921,178.9885,-80.1651,-3.1806e-15,-75.9638,-90,-6.2617e-15,178.1817,0,-9.9392e-17,-91.7899,0,-5.9635e-16,-95.892,0,9.143,28.4437,88.0908,0.61556,-112.5425,99.7498,0,90,0,-6.3611e-15,-178.2101,0,-9.9392e-17,91.6847,0,-4.9696e-16,100.8473,0,
23,2.7375,-9.7713,-1.9456,7.0462,2.0224,-4.8216,97.518,27.6244,-150.3197,38.5035,179.2477,-78.6075,0,90,-90,-4.9696e-17,180,0,4.9696e-17,0,0,-1.4412e-15,-134.4648,0,9.1571,27.8256,88.1475,0.58982,-111.8247,99.7834,3.9757e-16,-135,0,-4.9696e-17,180,0,-4.9696e-17,-180,0,-1.3418e-15,132.4211,0,
23.1,2.7413,-9.9811,-1.7535,6.9776,2.0906,-4.8526,97.6416,26.8425,-150.9827,37.5412,-178.4579,-79.6734,-3.1806e-15,-75.9638,-90,9.9392e-17,75.9638,0,-3.0315e-15,133.6252,0,7.9514e-16,83.4293,0,9.1465,27.8728,88.1912,0.51964,-111.3106,99.8703,3.9757e-16,135,0,-1.4909e-16,180,0,-3.1309e-15,-134.5489,0,9.9392e-17,-89.1736,0,
23.2,2.9052,-10.2159,-1.5437,6.9266,2.1283,-4.9173,97.752,27.0265,-151.2971,37.0202,179.3976,-79.9706,3.1806e-15,135,-90,-6.4108e-15,135.2229,0,-3.1309e-15,134.5489,0,1.2921e-15,44.4788,0,9.1499,28.2584,88.1252,0.60295,-113.1632,99.8181,-3.9757e-16,-45,0,-6.4605e-15,-135.4441,0,-3.1309e-15,-132.8142,0,1.0933e-15,-49.1794,0,
23.3,2.7073,-10.1333,-1.7766,7.0032,2.0583,-4.8289,97.6742,27.5086,-150.6329,37.9496,178.7274,-79.7344,3.1806e-15,-108.4349,-90,-1.4909e-16,91.3426,0,4.9696e-17,89.1575,0,-9.9392e-16,125.659,0,9.0542,28.0659,87.9936,0.57644,-111.0484,99.6664,-3.9757e-16,45,0,-9.9392e-17,-90.8952,0,1.4909e-16,-87.4739,0,-8.9453e-16,-96.5819,0,
23.4,2.5367,-10.2208,-1.7321,7.102,2.0554,-4.735,98.0988,27.1553,-151.1583,37.8317,-179.7634,-78.6433,3.1806e-15,-135,-90,0,180,0,-9.9392e-17,180,0,1.1927e-15,71.0282,0,8.9513,27.9107,88.0943,0.48321,-109.0197,99.739,-3.9757e-16,45,0,0,-90,0,-1.9878e-16,-180,0,1.6897e-15,-64.0633,0,
23.5,2.846,-10.4304,-1.3981,7.0372,1.9994,-4.7043,98.4849,27.2591,-151.7211,36.9853,179.9216,-78.7283,0,-90,-90,-6.3611e-15,-135,0,0,-90,0,-7.9514e-16,106.5587,0,8.9054,28.5149,88.0819,0.50864,-109.2936,99.7427,-3.9757e-16,45,0,-6.3611e-15,135,0,9.9392e-17,88.2101,0,-9.9392e-16,-99.6373,0,
23.6,3.0553,-10.4845,-1.3862,7.0548,1.8999,-4.6029,98.3653,27.7604,-151.373,37.3683,177.6242,-79.1703,0,90,-90,6.3611e-15,0,0,0,-90,0,9.9392e-16,-35.3509,0,8.8444,28.7876,88.0737,0.49531,-108.2997,99.688,0,-90,0,6.3611e-15,0,0,0,90,0,4.9696e-16,55.1755,0,
23.7,2.7655,-10.4426,-1.5176,7.2148,1.8938,-4.4442,98.3194,27.4887,-150.7339,38.147,178.6878,-77.3771,6.3611e-15,-135,-90,-9.9392e-17,90.8952,0,9.9392e-17,0,0,-4.9696e-16,102.6136,0,8.8777,28.065,88.112,0.40853,-106.0441,99.7039,0,-90,0,-9.9392e-17,-90.8952,0,9.9392e-17,0,0,-3.9757e-16,112.5341,0,
23.8,2.8792,-10.7315,-1.083,7.1659,1.9052,-4.4659,98.6231,27.2306,-151.7869,37.0138,178.8508,-78.3945,-3.1806e-15,-63.4349,-90,6.2617e-15,0,0,3.2799e-15,44.1186,0,-2.9818e-16,-99.0903,0,8.9516,28.2955,88.2165,0.49423,-108.7646,99.7366,0,0,0,6.2617e-15,1.8183,0,3.0812e-15,-44.0608,0,1.9878e-16,-81.4659,0,
23.9,3.1188,-10.8157,-1.111,7.1425,1.8268,-4.4984,98.6412,27.7855,-151.4756,37.5192,176.7309,-78.8536,3.1806e-15,-180,-90,6.4605e-15,-1.7624,0,3.1806e-15,3.5763,0,-9.9392e-17,-160.2328,0,8.9901,28.4292,88.2069,0.54325,-109.5263,99.7036,3.9757e-16,-180,0,6.4605e-15,1.7624,0,3.2799e-15,-3.4682,0,-4.9696e-16,-98.9974,0,
24,3.0455,-10.6774,-1.2917,7.2403,1.8156,-4.4803,98.6142,27.6325,-150.7681,38.1238,178.1474,-77.4486,0,0,-90,-9.9392e-17,-90.8952,0,-3.1806e-15,180,0,4.9696e-16,83.6554,0,8.9247,28.1236,88.3176,0.48956,-108.307,99.705,0,90,0,-9.9392e-17,90.8952,0,-3.1806e-15,-180,0,3.9757e-16,-72.839,0,
24.1,3.1712,-10.8458,-1.0312,7.1756,1.8795,-4.5794,98.8005,27.4192,-151.1319,37.5139,179.4382,-77.4522,-3.1806e-15,-45,-90,-6.2617e-15,180,0,-3.2799e-15,180,0,5.9635e-16,52.9684,0,8.8996,28.5581,88.2987,0.51271,-109.1201,99.7373,-3.9757e-16,-63.4349,0,-6.2617e-15,180,0,-3.2799e-15,-180,0,1.9878e-16,-75.75,0,
24.2,3.5141,-11.0169,-0.84857,7.1095,1.9144,-4.6717,98.6788,27.6499,-151.0564,37.007,177.3412,-78.4924,6.3611e-15,-153.4349,-90,0,180,0,-3.1806e-15,-136.8476,0,3.9757e-16,78.0923,0,8.8936,29.0752,88.3991,0.51722,-109.3136,99.7486,3.9757e-16,-180,0,0,180,0,-3.2799e-15,135.8814,0,9.9392e-16,-62.2996,0,
24.3,3.2857,-10.9665,-0.9652,7.1533,1.994,-4.6635,98.3681,27.793,-150.0362,37.8915,177.3757,-76.5836,0,-90,-90,0,180,0,3.0812e-15,-45.9094,0,-2.9818e-16,111.0452,0,8.8952,29.2612,88.2024,0.49465,-107.7951,99.6315,-3.9757e-16,-45,0,9.9392e-17,63.4349,0,3.1806e-15,45,0,-6.9575e-16,-99.9874,0,
24.4,2.6168,-11.0762,-0.95222,7.2046,1.974,-4.71,98.6437,27.6338,-150.1872,37.8902,179.3297,-75.6862,0,0,-90,6.2617e-15,0,0,9.9392e-17,0,0,5.9635e-16,-75.9813,0,8.8977,29.4058,88.3686,0.43186,-107.0233,99.8236,-3.9757e-16,45,0,6.5599e-15,0,0,1.9878e-16,0,0,4.9696e-16,84.9021,0,
24.5,2.5484,-11.3807,-0.63688,7.081,2.0026,-4.8353,98.9511,27.717,-150.9056,37.0955,178.7537,-77.1017,-3.1806e-15,45,-90,6.3114e-15,-46.106,0,-4.9696e-17,-90.9548,0,1.143e-15,71.4633,0,8.8741,30.3559,88.5617,0.51065,-108.9495,99.852,-3.9757e-16,-63.4349,0,6.3114e-15,46.106,0,9.9392e-17,88.0908,0,5.4666e-16,-85.2509,0,
24.6,2.6627,-11.4116,-0.60672,7.0189,2.0635,-4.8974,98.7398,27.9303,-150.5315,37.6827,177.5004,-77.4203,0,90,-90,-9.9392e-17,90.8952,0,3.2303e-15,44.5559,0,-1.2921e-15,-118.5842,0,8.8792,30.3075,88.4502,0.49174,-108.5048,99.8045,3.9757e-16,-180,0,-9.9392e-17,-90.8952,0,3.2799e-15,-45.8551,0,-1.143e-15,115.7777,0,
24.7,2.6131,-11.3832,-0.68881,7.0227,2.1036,-4.8975,98.5196,27.765,-149.7757,38.5481,179.3342,-76.2333,0,0,-90,6.3114e-15,1.804,0,3.2303e-15,-3.5215,0,-2.4848e-16,-98.7544,0,8.8553,30.1634,88.5038,0.51128,-108.7855,99.8246,3.9757e-16,-135,0,6.3114e-15,-1.804,0,3.2303e-15,3.5215,0,-1.9878e-16,-97.2263,0,
24.8,2.923,-11.6758,-0.34152,6.6996,2.2943,-5.0597,98.5476,27.6665,-149.8311,37.925,-178.6676,-77.4238,-9.5417e-15,18.4349,-90,-6.3611e-15,-135,0,4.9696e-17,-89.1048,0,1.4909e-16,61.9275,0,8.6886,31.5592,88.7569,0.53527,-109.6879,99.8717,0,90,0,-6.4605e-15,135.4441,0,-4.9696e-17,90.8952,0,9.9392e-17,-70.4269,0,
24.9,3.2626,-11.8245,-0.14421,6.4508,2.4012,-5.1924,98.7281,28.0836,-149.4536,37.7188,179.835,-77.6092,-6.3611e-15,-45,-90,-9.9392e-17,-90.8425,0,-3.2303e-15,-135.4441,0,1.2176e-15,83.6249,0,8.5628,32.7048,88.9081,0.52823,-109.7588,99.9756,-3.9757e-16,0,0,9.9392e-17,89.1048,0,-3.0315e-15,133.6252,0,8.6968e-16,-57.1865,0,
